H2S(WE),H2S(AE),SO2(WE),SO2(AE),CO(WE),CO(AE),VOC(WE),VOC(AE),NH3(WE),NH3(AE),MICS6814(CO),MICS6814(NH3),MICS6814(NO2),SEMEATECH(NH3),SEMEATECH(CH3SH),Class
479.724,325.722,327.085,662.346,936.28,0.0,605.851,85.829,757.313,287.779,2773.392,2173.336,3110.736,1,3,Racao
468.821,316.182,342.076,665.072,943.094,6.814,605.851,80.78,762.362,287.779,2773.392,2173.336,3110.736,1,3,Racao
468.821,320.27,354.342,667.798,939.006,8.177,610.9,80.78,757.313,287.779,2773.392,2170.351,3110.736,3,2,Racao
481.087,314.819,333.899,660.984,925.377,0.0,605.851,80.78,767.411,287.779,2773.392,2167.365,3110.736,3,2,Racao
472.91,314.819,339.35,666.435,952.634,0.0,615.948,80.78,762.362,287.779,2770.406,2167.365,3110.736,3,6,Racao
475.636,312.093,333.899,659.621,918.563,0.0,615.948,80.78,767.411,287.779,2770.406,2167.365,3110.736,3,6,Racao
463.37,312.093,346.165,671.886,952.634,1.363,615.948,80.78,767.411,287.779,2770.406,2164.38,3110.736,2,1,Racao
464.733,310.73,332.536,660.984,944.457,0.0,615.948,80.78,767.411,287.779,2770.406,2161.395,3110.736,2,1,Racao
467.458,321.633,354.342,660.984,915.837,0.0,620.997,80.78,767.411,287.779,2767.421,2158.409,3107.751,6,1,Racao
467.458,314.819,370.696,667.798,925.377,0.0,620.997,80.78,772.46,287.779,2770.406,2158.409,3107.751,6,1,Racao
470.184,318.908,373.422,656.895,930.828,5.451,620.997,80.78,772.46,287.779,2767.421,2155.424,3107.751,1,1,Racao
472.91,322.996,332.536,658.258,924.014,8.177,626.046,80.78,772.46,287.779,2767.421,2155.424,3107.751,1,4,Racao
475.636,317.545,351.616,655.532,929.466,0.0,626.046,80.78,777.508,287.779,2767.421,2152.438,3107.751,1,4,Racao
478.361,314.819,363.882,662.346,960.811,8.177,626.046,80.78,772.46,287.779,2767.421,2149.453,3107.751,1,7,Racao
220.782,317.545,329.81,654.169,945.82,2.726,631.095,80.78,777.508,287.779,2767.421,2149.453,3107.751,1,7,Racao
475.636,318.908,358.43,659.621,790.455,4.089,626.046,75.731,782.557,287.779,2764.436,2146.468,3107.751,4,7,Racao
466.096,310.73,357.067,662.346,977.165,10.903,631.095,80.78,782.557,287.779,2764.436,2143.482,3107.751,4,7,Racao
466.096,320.27,348.89,652.806,966.263,0.0,631.095,80.78,777.508,287.779,2764.436,2143.482,3104.766,7,6,Racao
467.458,318.908,362.519,651.444,945.82,5.451,636.143,80.78,787.606,287.779,2764.436,2140.497,3104.766,7,6,Racao
467.458,312.093,342.076,663.709,964.9,1.363,636.143,80.78,787.606,287.779,2761.45,2137.512,3104.766,7,2,Racao
462.007,316.182,331.173,651.444,970.351,0.0,636.143,75.731,787.606,287.779,2761.45,2134.526,3104.766,7,5,Racao
467.458,306.642,328.448,665.072,963.537,0.0,641.192,80.78,787.606,287.779,2761.45,2131.541,3104.766,6,5,Racao
470.184,306.642,344.802,656.895,948.546,23.168,641.192,80.78,787.606,287.779,2761.45,2131.541,3104.766,6,5,Racao
464.733,316.182,0.0,449.741,948.546,0.0,646.241,80.78,787.606,287.779,2758.465,2128.556,3101.78,2,5,Racao
464.733,308.005,350.253,669.161,968.988,5.451,651.29,80.78,792.655,287.779,2758.465,2128.556,3101.78,2,4,Racao
463.37,310.73,359.793,663.709,939.006,2.726,646.241,80.78,787.606,287.779,2758.465,2125.57,3101.78,5,4,Racao
481.087,314.819,328.448,654.169,962.174,1.363,646.241,80.78,792.655,287.779,2758.465,2125.57,3101.78,5,1,Racao
466.096,308.005,348.89,667.798,975.803,2.726,651.29,80.78,792.655,287.779,2755.479,2122.585,3101.78,5,1,Racao
466.096,308.005,343.439,663.709,962.174,6.814,651.29,75.731,792.655,287.779,2755.479,2119.6,3101.78,4,3,Racao
471.547,325.722,342.076,651.444,986.705,1.363,656.338,75.731,797.703,287.779,2755.479,2116.614,3101.78,4,3,Racao
467.458,309.368,348.89,669.161,992.157,6.814,656.338,80.78,797.703,287.779,2755.479,2116.614,3098.795,1,3,Racao
462.007,308.005,333.899,656.895,990.794,0.0,661.387,75.731,797.703,287.779,2752.494,2113.629,3098.795,1,3,Racao
472.91,313.456,366.607,651.444,970.351,0.0,656.338,75.731,797.703,287.779,2752.494,2110.644,3098.795,3,2,Racao
475.636,316.182,350.253,652.806,960.811,0.0,656.338,80.78,797.703,287.779,2752.494,2107.658,3098.795,3,6,Racao
471.547,316.182,346.165,656.895,964.9,0.0,661.387,80.78,802.752,287.779,2752.494,2107.658,3098.795,3,6,Racao
462.007,325.722,336.625,656.895,996.245,0.0,666.436,80.78,807.801,287.779,2752.494,2104.673,3098.795,3,1,Racao
471.547,314.819,359.793,658.258,964.9,0.0,661.387,75.731,802.752,287.779,2752.494,2104.673,3098.795,2,1,Racao
468.821,317.545,363.882,659.621,983.98,0.0,666.436,80.78,802.752,287.779,2749.509,2098.702,3098.795,2,1,Racao
468.821,309.368,329.81,652.806,973.077,0.0,666.436,80.78,807.801,287.779,2749.509,2098.702,3095.81,6,1,Racao
468.821,312.093,362.519,654.169,964.9,0.0,671.485,75.731,802.752,287.779,2746.523,2095.717,3095.81,6,1,Racao
472.91,314.819,343.439,659.621,1008.511,0.0,671.485,75.731,807.801,287.779,2749.509,2092.731,3095.81,1,1,Racao
476.998,316.182,340.713,652.806,1004.422,4.089,671.485,75.731,817.898,287.779,2749.509,2092.731,3095.81,1,4,Racao
468.821,312.093,351.616,665.072,1008.511,0.0,676.533,75.731,812.85,287.779,2749.509,2089.746,3095.81,1,4,Racao
468.821,309.368,362.519,656.895,974.44,2.726,676.533,75.731,807.801,287.779,2746.523,2089.746,3095.81,1,7,Racao
472.91,310.73,346.165,686.878,1013.962,0.0,676.533,75.731,812.85,287.779,2746.523,2086.761,3095.81,1,7,Racao
476.998,316.182,369.333,659.621,985.343,0.0,681.582,75.731,817.898,287.779,2746.523,2086.761,3095.81,4,7,Racao
467.458,309.368,351.616,663.709,1012.6,0.0,681.582,80.78,817.898,287.779,2746.523,2083.775,3095.81,4,6,Racao
476.998,303.916,350.253,656.895,988.068,0.0,681.582,75.731,817.898,287.779,2746.523,2083.775,3095.81,7,6,Racao
472.91,308.005,365.245,662.346,1001.697,0.0,686.631,75.731,817.898,287.779,2746.523,2083.775,3092.824,7,2,Racao
462.007,306.642,331.173,663.709,1020.777,1.363,686.631,75.731,822.947,287.779,2746.523,2083.775,3092.824,7,2,Racao
476.998,316.182,385.687,669.161,996.245,0.0,681.582,75.731,822.947,287.779,2746.523,2080.79,3092.824,7,5,Racao
475.636,303.916,337.987,654.169,1027.591,2.726,686.631,75.731,822.947,287.779,2746.523,2077.805,3092.824,6,5,Racao
462.007,310.73,331.173,660.984,1020.777,0.0,691.68,75.731,822.947,287.779,2746.523,2077.805,3092.824,6,5,Racao
474.273,308.005,327.085,662.346,1004.422,1.363,691.68,80.78,827.996,287.779,2743.538,2077.805,3092.824,2,5,Racao
472.91,318.908,369.333,655.532,1011.237,0.0,696.728,75.731,827.996,287.779,2743.538,2074.819,3092.824,2,4,Racao
475.636,316.182,365.245,654.169,994.883,0.0,696.728,75.731,827.996,287.779,2743.538,2074.819,3092.824,5,4,Racao
476.998,312.093,350.253,656.895,1031.68,1.363,691.68,75.731,822.947,287.779,2740.553,2071.834,3092.824,5,1,Racao
475.636,313.456,327.085,660.984,1016.688,0.0,701.777,75.731,827.996,287.779,2743.538,2071.834,3092.824,5,3,Racao
475.636,313.456,357.067,675.975,1024.865,0.0,696.728,70.683,822.947,287.779,2743.538,2071.834,3092.824,5,3,Racao
464.733,306.642,329.81,658.258,1042.582,0.0,701.777,75.731,827.996,287.779,2740.553,2068.849,3092.824,4,3,Racao
464.733,396.59,357.067,663.709,1037.131,5.451,706.826,75.731,833.045,287.779,2740.553,2065.863,3089.839,1,3,Racao
468.821,308.005,361.156,675.975,1026.228,0.0,706.826,75.731,833.045,287.779,2740.553,2065.863,3092.824,1,2,Racao
463.37,320.27,324.359,652.806,1039.857,0.0,706.826,75.731,822.947,287.779,2740.553,2065.863,3089.839,3,2,Racao
464.733,310.73,328.448,663.709,1043.945,0.0,706.826,70.683,833.045,287.779,2740.553,2065.863,3089.839,3,6,Racao
467.458,309.368,339.35,651.444,1012.6,0.0,711.875,75.731,833.045,287.779,2740.553,2062.878,3089.839,3,6,Racao
472.91,309.368,339.35,656.895,1022.14,0.0,711.875,70.683,888.581,287.779,2740.553,2062.878,3089.839,3,1,Racao
468.821,308.005,339.35,665.072,1046.671,0.0,706.826,70.683,827.996,287.779,2740.553,2062.878,3089.839,2,1,Racao
463.37,308.005,378.873,658.258,1018.051,0.0,706.826,70.683,838.094,287.779,2737.567,2059.893,3089.839,2,1,Racao
468.821,269.845,336.625,652.806,1035.768,1.363,706.826,70.683,822.947,287.779,2740.553,2059.893,3089.839,6,1,Racao
468.821,318.908,352.979,655.532,1048.034,0.0,716.923,70.683,838.094,287.779,2737.567,2059.893,3089.839,6,1,Racao
464.733,305.279,340.713,662.346,1027.591,0.0,716.923,70.683,833.045,287.779,2737.567,2056.907,3089.839,1,4,Racao
466.096,310.73,354.342,652.806,1015.325,0.0,716.923,70.683,858.289,287.779,2740.553,2056.907,3089.839,1,4,Racao
476.998,320.27,358.43,658.258,1049.397,0.0,716.923,70.683,863.337,287.779,2737.567,2053.922,3089.839,1,7,Racao
472.91,306.642,335.262,651.444,1031.68,0.0,721.972,65.634,868.386,287.779,2737.567,2053.922,3089.839,1,7,Racao
478.361,309.368,333.899,659.621,1061.662,0.0,721.972,70.683,843.142,287.779,2737.567,2053.922,3089.839,1,7,Racao
278.022,306.642,342.076,659.621,1054.848,0.0,716.923,70.683,848.191,287.779,2737.567,2053.922,3086.854,1,7,Racao
459.281,306.642,331.173,658.258,1039.857,0.0,727.021,70.683,848.191,287.779,2737.567,2050.937,3089.839,4,6,Racao
471.547,318.908,369.333,663.709,1056.211,9.54,721.972,70.683,848.191,287.779,2737.567,2050.937,3089.839,7,6,Racao
463.37,322.996,327.085,662.346,1052.122,0.0,727.021,70.683,838.094,287.779,2734.582,2047.951,3086.854,7,2,Racao
467.458,308.005,366.607,654.169,1030.317,0.0,727.021,70.683,827.996,287.779,2734.582,2047.951,3086.854,7,2,Racao
479.724,317.545,366.607,660.984,1041.219,0.0,732.07,70.683,827.996,287.779,2737.567,2047.951,3086.854,7,5,Racao
478.361,320.27,361.156,652.806,1037.131,0.0,727.021,70.683,833.045,287.779,2734.582,2044.966,3086.854,6,5,Racao
472.91,316.182,348.89,651.444,1071.202,0.0,727.021,70.683,858.289,287.779,2734.582,2044.966,3086.854,6,5,Racao
476.998,310.73,348.89,662.346,1125.716,0.0,732.07,70.683,843.142,287.779,2737.567,2044.966,3086.854,2,4,Racao
553.318,309.368,336.625,662.346,1083.468,0.0,732.07,65.634,858.289,287.779,2734.582,2041.98,3086.854,2,4,Racao
468.821,312.093,336.625,662.346,1078.017,0.0,732.07,70.683,913.825,287.779,2737.567,2044.966,3086.854,5,1,Racao
470.184,308.005,365.245,667.798,1046.671,0.0,732.07,70.683,853.24,287.779,2734.582,2041.98,3086.854,5,1,Racao
467.458,308.005,340.713,658.258,1080.742,0.0,732.07,70.683,827.996,287.779,2734.582,2041.98,3086.854,5,3,Racao
466.096,312.093,362.519,654.169,1042.582,0.0,737.118,65.634,893.63,287.779,2734.582,2038.995,3086.854,5,3,Racao
478.361,317.545,362.519,659.621,1069.839,0.0,737.118,70.683,833.045,287.779,2734.582,2038.995,3086.854,4,3,Racao
466.096,308.005,363.882,654.169,1045.308,0.0,742.167,70.683,853.24,287.779,2734.582,2038.995,3086.854,4,3,Racao
471.547,309.368,333.899,652.806,1057.574,0.0,742.167,70.683,868.386,287.779,2734.582,2036.01,3083.868,1,2,Racao
475.636,320.27,370.696,662.346,1071.202,0.0,742.167,70.683,863.337,287.779,2734.582,2036.01,3086.854,1,6,Racao
474.273,316.182,361.156,660.984,1084.831,0.0,747.216,70.683,853.24,287.779,2731.597,2036.01,3083.868,3,6,Racao
475.636,312.093,336.625,658.258,1088.919,0.0,742.167,65.634,848.191,287.779,2731.597,2033.024,3083.868,3,1,Racao
479.724,318.908,363.882,655.532,1061.662,0.0,742.167,65.634,893.63,287.779,2731.597,2033.024,3083.868,3,1,Racao
467.458,318.908,350.253,654.169,1091.645,0.0,752.265,70.683,868.386,287.779,2731.597,2030.039,3083.868,2,1,Racao
478.361,316.182,354.342,660.984,1093.008,0.0,752.265,70.683,873.435,287.779,2731.597,2030.039,3083.868,2,1,Racao
471.547,309.368,346.165,662.346,1095.734,0.0,747.216,65.634,868.386,287.779,2728.611,2030.039,3083.868,6,1,Racao
474.273,306.642,351.616,669.161,1068.477,0.0,747.216,65.634,883.532,287.779,2731.597,2027.054,3083.868,6,1,Racao
468.821,316.182,362.519,658.258,1091.645,0.0,752.265,65.634,858.289,287.779,2731.597,2027.054,3083.868,1,4,Racao
471.547,318.908,367.97,656.895,1088.919,0.0,752.265,65.634,873.435,287.779,2728.611,2027.054,3083.868,1,4,Racao
479.724,317.545,373.422,652.806,1082.105,0.0,757.313,65.634,873.435,287.779,2728.611,2024.068,3083.868,1,7,Racao
471.547,310.73,339.35,662.346,1106.636,0.0,752.265,65.634,918.874,287.779,2728.611,2024.068,3083.868,1,7,Racao
472.91,310.73,335.262,663.709,1109.362,4.089,752.265,65.634,873.435,287.779,2728.611,2021.083,3083.868,1,7,Racao
474.273,309.368,366.607,659.621,1087.557,0.0,757.313,65.634,883.532,287.779,2728.611,2021.083,3083.868,1,6,Racao
479.724,317.545,373.422,659.621,1069.839,0.0,757.313,65.634,883.532,287.779,2728.611,2021.083,3083.868,4,6,Racao
466.096,312.093,365.245,660.984,1094.371,0.0,757.313,65.634,868.386,287.779,2728.611,2018.098,3080.883,4,2,Racao
467.458,313.456,362.519,652.806,1094.371,0.0,757.313,65.634,873.435,287.779,2725.626,2015.112,3080.883,7,2,Racao
467.458,316.182,337.987,656.895,1112.088,0.0,762.362,65.634,923.922,287.779,2725.626,2015.112,3080.883,7,5,Racao
471.547,318.908,324.359,635.089,1102.548,0.0,757.313,65.634,873.435,287.779,2725.626,2012.127,3080.883,7,5,Racao
479.724,312.093,370.696,648.718,1103.911,0.0,762.362,65.634,873.435,287.779,2725.626,2012.127,3080.883,6,5,Racao
482.45,310.73,331.173,659.621,1094.371,0.0,767.411,65.634,893.63,287.779,2725.626,2012.127,3080.883,6,5,Racao
470.184,308.005,339.35,654.169,1093.008,0.0,767.411,65.634,873.435,287.779,2725.626,2009.142,3080.883,2,4,Racao
474.273,305.279,333.899,654.169,1090.282,0.0,767.411,65.634,903.727,287.779,2725.626,2009.142,3080.883,2,4,Racao
476.998,308.005,369.333,652.806,1086.194,0.0,767.411,65.634,898.679,287.779,2722.641,2006.156,3080.883,5,1,Racao
483.813,318.908,369.333,654.169,1102.548,0.0,767.411,65.634,893.63,287.779,2722.641,2006.156,3080.883,5,3,Racao
470.184,310.73,335.262,663.709,1113.451,0.0,772.46,65.634,903.727,287.779,2722.641,2006.156,3080.883,5,3,Racao
470.184,303.916,339.35,659.621,1095.734,0.0,772.46,65.634,893.63,287.779,2719.655,2003.171,3077.897,5,3,Racao
482.45,306.642,346.165,656.895,1128.442,0.0,772.46,65.634,949.166,287.779,2722.641,2003.171,3077.897,4,3,Racao
472.91,313.456,355.705,671.886,1097.096,0.0,772.46,60.585,873.435,287.779,2719.655,2000.186,3080.883,4,2,Racao
475.636,310.73,344.802,654.169,1098.459,0.0,772.46,65.634,888.581,287.779,2719.655,2000.186,3077.897,1,2,Racao
479.724,320.27,354.342,652.806,1094.371,0.0,772.46,65.634,883.532,287.779,2719.655,1997.2,3077.897,1,6,Racao
472.91,314.819,340.713,655.532,1121.628,0.0,777.508,65.634,888.581,287.779,2719.655,1997.2,3077.897,3,6,Racao
482.45,317.545,366.607,651.444,1098.459,0.0,777.508,60.585,898.679,287.779,2719.655,1997.2,3077.897,3,1,Racao
468.821,314.819,333.899,650.081,1136.619,0.0,777.508,60.585,878.484,287.779,2719.655,1994.215,3077.897,3,1,Racao
475.636,314.819,358.43,648.718,1098.459,0.0,777.508,65.634,908.776,287.779,2719.655,1994.215,3077.897,2,1,Racao
466.096,302.553,365.245,660.984,1105.274,0.0,782.557,60.585,888.581,287.779,2716.67,1994.215,3077.897,2,1,Racao
482.45,317.545,335.262,651.444,1135.256,0.0,782.557,60.585,883.532,287.779,2716.67,1991.229,3077.897,6,1,Racao
478.361,317.545,370.696,652.806,1120.265,0.0,782.557,60.585,918.874,287.779,2719.655,1991.229,3077.897,6,4,Racao
481.087,317.545,366.607,656.895,1117.539,0.0,787.606,65.634,888.581,287.779,2716.67,1991.229,3074.912,1,4,Racao
481.087,308.005,336.625,659.621,1124.354,0.0,782.557,65.634,893.63,287.779,2719.655,1991.229,3077.897,1,7,Racao
470.184,305.279,340.713,650.081,1113.451,0.0,782.557,60.585,893.63,287.779,2716.67,1988.244,3077.897,1,7,Racao
481.087,309.368,348.89,655.532,1147.522,0.0,787.606,60.585,969.361,287.779,2719.655,1988.244,3077.897,1,7,Racao
474.273,314.819,346.165,652.806,1113.451,0.0,787.606,60.585,893.63,287.779,2716.67,1988.244,3077.897,1,7,Racao
478.361,318.908,366.607,658.258,1127.079,0.0,787.606,60.585,913.825,287.779,2716.67,1985.259,3074.912,1,6,Racao
468.821,305.279,346.165,662.346,1147.522,0.0,787.606,60.585,903.727,287.779,2716.67,1985.259,3074.912,4,6,Racao
463.37,316.182,333.899,671.886,1140.708,0.0,792.655,60.585,893.63,287.779,2716.67,1982.273,3074.912,4,2,Racao
479.724,317.545,387.05,670.524,1135.256,0.0,792.655,60.585,913.825,287.779,2716.67,1982.273,3074.912,7,2,Racao
470.184,308.005,337.987,658.258,1152.974,0.0,792.655,60.585,928.971,287.779,2713.685,1982.273,3074.912,7,5,Racao
468.821,301.19,332.536,654.169,1157.062,0.0,792.655,60.585,903.727,287.779,2716.67,1982.273,3074.912,7,5,Racao
471.547,327.085,339.35,652.806,1158.425,0.0,797.703,60.585,908.776,287.779,2716.67,1979.288,3074.912,6,5,Racao
466.096,301.19,344.802,659.621,1159.788,0.0,792.655,60.585,913.825,287.779,2713.685,1979.288,3074.912,6,4,Racao
470.184,301.19,365.245,669.161,1143.433,0.0,797.703,60.585,908.776,287.779,2713.685,1979.288,3074.912,2,4,Racao
481.087,312.093,337.987,650.081,1157.062,0.0,797.703,60.585,908.776,287.779,2713.685,1979.288,3074.912,2,1,Racao
471.547,314.819,331.173,651.444,1135.256,0.0,797.703,60.585,908.776,287.779,2713.685,1979.288,3074.912,5,1,Racao
491.99,318.908,369.333,652.806,1144.796,0.0,797.703,60.585,913.825,287.779,2716.67,1979.288,3074.912,5,3,Racao
482.45,320.27,365.245,659.621,1136.619,0.0,802.752,60.585,908.776,287.779,2713.685,1976.303,3074.912,5,3,Racao
470.184,308.005,344.802,660.984,1161.151,0.0,802.752,60.585,913.825,287.779,2713.685,1976.303,3074.912,5,3,Racao
475.636,313.456,333.899,656.895,1139.345,0.0,802.752,60.585,918.874,287.779,2713.685,1973.317,3074.912,4,3,Racao
470.184,303.916,329.81,655.532,1163.876,0.0,802.752,60.585,913.825,287.779,2713.685,1973.317,3074.912,4,2,Racao
482.45,309.368,344.802,659.621,1143.433,0.0,802.752,60.585,923.922,287.779,2710.699,1973.317,3074.912,1,2,Racao
474.273,317.545,359.793,656.895,1133.894,0.0,802.752,60.585,918.874,287.779,2713.685,1970.332,3074.912,1,6,Racao
476.998,310.73,332.536,648.718,1154.336,0.0,802.752,60.585,923.922,287.779,2710.699,1970.332,3071.927,3,1,Racao
472.91,317.545,335.262,663.709,1172.053,0.0,807.801,60.585,923.922,287.779,2710.699,1970.332,3071.927,3,1,Racao
479.724,313.456,367.97,658.258,1157.062,0.0,807.801,60.585,918.874,287.779,2713.685,1970.332,3071.927,3,1,Racao
478.361,317.545,359.793,651.444,1142.071,0.0,807.801,55.536,923.922,287.779,2710.699,1970.332,3071.927,3,1,Racao
481.087,320.27,369.333,656.895,1166.602,0.0,812.85,60.585,923.922,287.779,2710.699,1967.347,3071.927,2,1,Racao
483.813,316.182,362.519,652.806,1105.274,0.0,807.801,60.585,923.922,287.779,2710.699,1967.347,3071.927,6,1,Racao
479.724,310.73,336.625,663.709,1166.602,0.0,807.801,60.585,923.922,287.779,2710.699,1964.361,3071.927,6,4,Racao
472.91,309.368,333.899,659.621,1151.611,0.0,812.85,55.536,923.922,287.779,2710.699,1964.361,3071.927,1,4,Racao
485.176,318.908,333.899,652.806,1152.974,0.0,812.85,55.536,928.971,287.779,2710.699,1964.361,3071.927,1,7,Racao
478.361,314.819,340.713,650.081,1154.336,0.0,812.85,60.585,923.922,287.779,2710.699,1961.376,3071.927,1,7,Racao
483.813,314.819,370.696,660.984,1173.416,0.0,817.898,55.536,923.922,287.779,2707.714,1961.376,3071.927,1,7,Racao
476.998,298.465,355.705,648.718,1148.885,0.0,817.898,55.536,923.922,287.779,2707.714,1958.391,3071.927,1,7,Racao
474.273,302.553,344.802,662.346,1162.513,0.0,812.85,60.585,923.922,287.779,2707.714,1958.391,3071.927,1,6,Racao
472.91,306.642,337.987,660.984,1185.682,0.0,817.898,55.536,928.971,287.779,2707.714,1958.391,3071.927,4,2,Racao
467.458,305.279,336.625,662.346,1187.045,0.0,817.898,55.536,923.922,287.779,2707.714,1955.405,3068.941,4,2,Racao
467.458,316.182,363.882,658.258,1169.328,0.0,817.898,55.536,934.02,287.779,2707.714,1955.405,3068.941,7,5,Racao
467.458,312.093,362.519,659.621,1163.876,0.0,822.947,60.585,928.971,287.779,2704.729,1952.42,3068.941,7,5,Racao
475.636,317.545,340.713,658.258,1158.425,0.0,817.898,55.536,934.02,287.779,2707.714,1952.42,3068.941,7,5,Racao
481.087,312.093,362.519,660.984,1211.576,0.0,822.947,55.536,934.02,287.779,2707.714,1952.42,3068.941,7,5,Racao
470.184,310.73,391.139,695.055,1181.593,0.0,822.947,55.536,928.971,287.779,2704.729,1949.435,3068.941,8,4,Racao
466.096,310.73,388.413,671.886,1185.682,0.0,822.947,55.536,934.02,287.779,2704.729,1949.435,3068.941,12,4,Racao
476.998,310.73,328.448,652.806,1170.691,0.0,827.996,55.536,934.02,287.779,2704.729,1949.435,3068.941,16,1,Racao
466.096,306.642,358.43,669.161,1196.585,0.0,822.947,60.585,939.069,287.779,2704.729,1946.449,3068.941,19,1,Racao
474.273,309.368,344.802,648.718,1165.239,0.0,827.996,55.536,934.02,287.779,2704.729,1946.449,3068.941,22,3,Racao
475.636,305.279,43.611,658.258,1173.416,0.0,827.996,55.536,934.02,287.779,2704.729,1946.449,3068.941,26,3,Racao
462.007,299.828,335.262,659.621,1203.399,0.0,833.045,55.536,939.069,287.779,2704.729,1943.464,3068.941,29,3,Racao
468.821,306.642,335.262,655.532,1202.036,0.0,827.996,55.536,939.069,287.779,2701.743,1943.464,3068.941,32,2,Racao
481.087,316.182,336.625,652.806,1176.142,0.0,827.996,55.536,939.069,287.779,2701.743,1943.464,3068.941,34,2,Racao
482.45,317.545,363.882,654.169,1178.868,0.0,833.045,55.536,939.069,287.779,2701.743,1940.479,3068.941,36,6,Racao
474.273,306.642,359.793,651.444,1210.213,0.0,833.045,55.536,934.02,287.779,2701.743,1937.493,3065.956,38,6,Racao
468.821,310.73,336.625,650.081,1180.23,0.0,833.045,55.536,939.069,287.779,2701.743,1937.493,3068.941,39,1,Racao
467.458,306.642,333.899,658.258,1188.408,1.363,833.045,55.536,939.069,287.779,2698.758,1937.493,3065.956,40,1,Racao
475.636,309.368,348.89,660.984,1206.125,0.0,838.094,55.536,939.069,287.779,2701.743,1937.493,3065.956,40,1,Racao
475.636,312.093,339.35,660.984,1215.665,0.0,838.094,55.536,939.069,287.779,2701.743,1937.493,3065.956,40,1,Racao
470.184,316.182,332.536,659.621,1181.593,0.0,838.094,55.536,944.117,287.779,2701.743,1934.508,3065.956,41,1,Racao
476.998,312.093,342.076,654.169,1217.028,0.0,838.094,55.536,939.069,287.779,2698.758,1934.508,3065.956,41,4,Racao
479.724,313.456,367.97,659.621,1210.213,0.0,838.094,55.536,944.117,287.779,2698.758,1931.522,3065.956,40,4,Racao
478.361,321.633,361.156,658.258,1188.408,0.0,843.142,55.536,949.166,287.779,2698.758,1931.522,3065.956,41,7,Racao
470.184,310.73,332.536,659.621,1217.028,0.0,843.142,55.536,949.166,287.779,2698.758,1931.522,3065.956,41,7,Racao
478.361,306.642,359.793,660.984,1184.319,0.0,843.142,55.536,949.166,287.779,2698.758,1931.522,3065.956,41,7,Racao
476.998,306.642,362.519,648.718,1195.222,0.0,843.142,55.536,944.117,287.779,2698.758,1928.537,3065.956,41,7,Racao
483.813,316.182,359.793,658.258,1212.939,0.0,843.142,55.536,949.166,287.779,2698.758,1928.537,3065.956,41,6,Racao
479.724,318.908,366.607,656.895,1214.302,0.0,848.191,55.536,954.215,287.779,2698.758,1928.537,3065.956,41,6,Racao
472.91,306.642,348.89,655.532,1188.408,0.0,848.191,55.536,949.166,287.779,2698.758,1928.537,3065.956,41,2,Racao
472.91,310.73,354.342,662.346,1221.116,0.0,848.191,55.536,954.215,287.779,2698.758,1928.537,3065.956,41,2,Racao
468.821,308.005,336.625,652.806,1199.311,0.0,848.191,55.536,949.166,287.779,2698.758,1928.537,3065.956,41,5,Racao
474.273,308.005,358.43,659.621,1223.842,0.0,848.191,55.536,954.215,287.779,2698.758,1925.552,3065.956,42,5,Racao
472.91,308.005,337.987,656.895,1233.382,0.0,848.191,55.536,954.215,287.779,2698.758,1925.552,3065.956,42,5,Racao
478.361,309.368,363.882,656.895,1200.673,0.0,848.191,55.536,954.215,287.779,2698.758,1925.552,3065.956,42,4,Racao
478.361,313.456,351.616,652.806,1192.496,0.0,853.24,55.536,959.264,287.779,2698.758,1925.552,3065.956,42,4,Racao
478.361,308.005,377.51,666.435,1218.391,0.0,853.24,55.536,954.215,287.779,2698.758,1925.552,3065.956,42,1,Racao
478.361,309.368,339.35,651.444,1230.656,0.0,853.24,55.536,964.312,287.779,2695.772,1925.552,3065.956,43,1,Racao
481.087,310.73,363.882,659.621,1206.125,0.0,853.24,55.536,959.264,287.779,2698.758,1925.552,3065.956,43,3,Racao
481.087,317.545,352.979,651.444,1196.585,0.0,853.24,55.536,959.264,287.779,2698.758,1925.552,3065.956,43,3,Racao
471.547,309.368,358.43,665.072,1226.568,0.0,858.289,55.536,959.264,287.779,2695.772,1922.566,3065.956,43,3,Racao
478.361,318.908,352.979,654.169,1191.133,0.0,863.337,50.488,959.264,287.779,2698.758,1925.552,3065.956,44,3,Racao
467.458,313.456,344.802,652.806,1204.762,0.0,858.289,55.536,959.264,287.779,2698.758,1925.552,3065.956,45,2,Racao
471.547,312.093,350.253,652.806,1267.453,0.0,858.289,55.536,959.264,287.779,2698.758,1925.552,3065.956,45,2,Racao
466.096,305.279,324.359,654.169,1222.479,0.0,863.337,55.536,964.312,287.779,2695.772,1922.566,3065.956,46,6,Racao
494.716,310.73,361.156,648.718,1248.373,0.0,863.337,55.536,964.312,287.779,2695.772,1922.566,3065.956,47,6,Racao
475.636,305.279,339.35,654.169,1241.559,0.0,858.289,50.488,964.312,287.779,2698.758,1925.552,3065.956,48,1,Racao
466.096,312.093,329.81,671.886,1221.116,0.0,863.337,50.488,969.361,287.779,2698.758,1922.566,3065.956,49,1,Racao
466.096,318.908,348.89,650.081,1203.399,0.0,863.337,55.536,969.361,287.779,2695.772,1922.566,3062.971,51,1,Racao
479.724,317.545,367.97,641.904,1211.576,0.0,863.337,50.488,969.361,287.779,2695.772,1922.566,3065.956,52,1,Racao
